"","Date","StockClose","StockChange","StockPrctChange","StockVolume","VIX","Event","SPY_Close","SPY_Volume"
"963",2020-12-30,221.68,-2.47,-0.011,20272300,22.77,NA,371.99,49455200
"964",2020-12-29,224.15,-0.81,-0.0036,17403200,23.08,NA,371.46,53680400
"965",2020-12-28,224.96,2.21,0.0099,17933400,21.7,NA,372.17,39000400
"966",2020-12-24,222.75,1.73,0.0078,10550500,21.53,NA,369,26457800
"967",2020-12-23,221.02,-2.92,-0.013,18699600,23.31,NA,367.57,46201400
"968",2020-12-22,223.94,1.35,0.0061,22643300,24.23,NA,367.24,48388400
"969",2020-12-21,222.59,4,0.0183,37181800,25.16,NA,367.86,96386704
"970",2020-12-18,218.59,-0.83,-0.0038,63354900,21.57,NA,369.18,136542304
"971",2020-12-17,219.42,0.14,6e-04,32515700,21.93,NA,372.24,64119400
"972",2020-12-16,219.28,5.15,0.0241,35023200,22.5,NA,370.17,58420500
"973",2020-12-15,214.13,-0.07,-3e-04,27018100,22.89,NA,369.59,64071100
"974",2020-12-14,214.2,0.94,0.0044,28798300,24.72,NA,364.66,69216096
"975",2020-12-11,213.26,2.74,0.013,30979400,23.31,NA,366.3,57698600
"976",2020-12-10,210.52,-1.28,-0.006,26467000,22.52,NA,366.73,57735300
"977",2020-12-09,211.8,-4.21,-0.0195,32440600,22.27,NA,366.85,74098304
"978",2020-12-08,216.01,1.72,0.008,23284000,20.68,NA,370.17,42458800
"979",2020-12-07,214.29,-0.07,-3e-04,24619900,21.3,NA,369.09,48944200
"980",2020-12-04,214.36,0.12,6e-04,24666000,20.79,NA,369.85,50749800
"981",2020-12-03,214.24,-1.13,-0.0052,25120900,21.28,NA,366.69,62882000
"982",2020-12-02,215.37,-0.84,-0.0039,23724500,21.17,NA,366.79,45927000
"983",2020-12-01,216.21,2.14,0.01,30931300,20.77,NA,366.02,74504896
"984",2020-11-30,214.07,-1.16,-0.0054,33064700,20.57,NA,362.06,83872704
"985",2020-11-27,215.23,1.36,0.0064,14512200,20.84,NA,363.67,28514000
"986",2020-11-25,213.87,0.01,0,21012800,21.25,NA,362.66,45330800
"987",2020-11-24,213.86,3.75,0.0178,33979700,21.64,NA,363.22,62415800
"988",2020-11-23,210.11,-0.28,-0.0013,25683500,22.66,NA,357.46,63230600
"989",2020-11-20,210.39,-2.03,-0.0096,22843100,23.7,NA,355.33,70411800
"990",2020-11-19,212.42,1.34,0.0063,24792700,23.11,NA,357.78,59940900
"991",2020-11-18,211.08,-3.38,-0.0158,28372700,23.84,"Dividend",356.28,70591296
"992",2020-11-17,214.46,-2.77,-0.0128,24154100,22.71,NA,360.62,66111000
"993",2020-11-16,217.23,0.72,0.0033,24953300,22.45,NA,362.57,74541104
"994",2020-11-13,216.51,1.07,0.005,18630300,23.1,NA,358.1,62959400
"995",2020-11-12,215.44,-1.11,-0.0051,21616100,25.35,NA,353.21,68118496
"996",2020-11-11,216.55,5.54,0.0263,29440700,23.45,NA,356.67,58649000
"997",2020-11-10,211.01,-7.38,-0.0338,44045100,24.8,NA,354.04,85552000
"998",2020-11-09,218.39,-5.33,-0.0238,44394900,25.75,NA,354.56,172304192
"999",2020-11-06,223.72,0.43,0.0019,25231800,24.86,NA,350.16,74972896
"1000",2020-11-05,223.29,6.9,0.0319,36080100,27.58,NA,350.24,82039696
"1001",2020-11-04,216.39,9.96,0.0482,42311700,29.57,NA,343.54,126959696
"1002",2020-11-03,206.43,4.1,0.0203,27512000,35.55,NA,336.03,93294096
"1003",2020-11-02,202.33,-0.14,-7e-04,30842100,37.13,NA,330.2,86068304
"1004",2020-10-30,202.47,-2.25,-0.011,36980100,38.02,NA,326.54,120448600
"1005",2020-10-29,204.72,2.04,0.0101,31432500,37.59,NA,329.98,90597600
"1006",2020-10-28,202.68,-10.57,-0.0496,51195500,40.28,NA,326.66,127094304
"1007",2020-10-27,213.25,3.17,0.0151,36700300,33.35,"Earnings",338.22,65994100
"1008",2020-10-26,210.08,-6.15,-0.0284,37111500,32.46,NA,339.39,91473000
"1009",2020-10-23,216.23,1.34,0.0062,18879600,27.55,NA,345.78,49143900
"1010",2020-10-22,214.89,0.09,4e-04,22351400,28.11,NA,344.61,55399200
"1011",2020-10-21,214.8,0.15,7e-04,22724900,28.65,NA,342.73,63574900
"1012",2020-10-20,214.65,0.43,0.002,22753500,29.35,NA,343.38,60051800
"1013",2020-10-19,214.22,-5.44,-0.0248,27625800,29.18,NA,342.01,68425600
"1014",2020-10-16,219.66,0,0,26057800,27.41,NA,347.29,89501800
"1015",2020-10-15,219.66,-1.2,-0.0054,22733000,26.97,NA,347.5,60357600
"1016",2020-10-14,220.86,-2,-0.009,23451700,26.4,NA,347.93,57958700
"1017",2020-10-13,222.86,1.46,0.0066,28950800,26.07,NA,350.13,73255504
"1018",2020-10-12,221.4,5.59,0.0259,40461300,25.07,NA,352.43,80388496
"1019",2020-10-09,215.81,5.23,0.0248,26458000,25,NA,346.85,59528600
"1020",2020-10-08,210.58,0.75,0.0036,19925800,26.36,NA,343.78,45242400
"1021",2020-10-07,209.83,3.92,0.019,25681000,28.06,NA,340.76,56999500
"1022",2020-10-06,205.91,-4.47,-0.0212,28554200,29.48,NA,334.93,90128800
"1023",2020-10-05,210.38,4.19,0.0203,21331500,27.96,NA,339.76,45713100
"1024",2020-10-02,206.19,-6.27,-0.0295,33154700,27.63,NA,333.84,89431104
"1025",2020-10-01,212.46,2.13,0.0101,27158400,26.7,NA,337.04,88698704
"1026",2020-09-30,210.33,3.07,0.0148,33829000,26.37,NA,334.89,104081104
"1027",2020-09-29,207.26,-2.18,-0.0104,24464400,26.27,NA,332.37,51531500
"1028",2020-09-28,209.44,1.62,0.0078,32004900,26.19,NA,334.19,64584600
"1029",2020-09-25,207.82,4.63,0.0228,29437300,26.38,NA,328.73,71069400
"1030",2020-09-24,203.19,2.6,0.013,31202400,28.51,NA,323.5,76681296
"1031",2020-09-23,200.59,-6.83,-0.0329,30803700,28.58,NA,322.64,93112200
"1032",2020-09-22,207.42,4.88,0.0241,33517000,26.86,NA,330.3,63612100
"1033",2020-09-21,202.54,2.15,0.0107,39839600,27.78,NA,326.97,99450800
"1034",2020-09-18,200.39,-2.52,-0.0124,55225300,25.83,NA,330.65,105877904
"1035",2020-09-17,202.91,-2.14,-0.0104,34011200,26.46,NA,335.84,91523296
"1036",2020-09-16,205.05,-3.73,-0.0179,26372400,26.04,NA,338.82,82211200
"1037",2020-09-15,208.78,3.37,0.0164,21823900,25.59,NA,340.17,52920800
"1038",2020-09-14,205.41,1.38,0.0068,30375700,25.85,NA,338.46,65605600
"1039",2020-09-11,204.03,-1.34,-0.0065,33620000,26.87,NA,334.06,84680096
"1040",2020-09-10,205.37,-5.92,-0.028,35461500,29.71,NA,333.89,90569504
"1041",2020-09-09,211.29,8.63,0.0426,45678900,28.81,NA,339.79,91462200
"1042",2020-09-08,202.66,-11.59,-0.0541,52924300,31.46,NA,333.21,114465296
"1043",2020-09-04,214.25,-3.05,-0.014,59664000,30.75,NA,342.57,139156192
"1044",2020-09-03,217.3,-14.35,-0.0619,58400200,33.6,NA,345.39,148011104
"1045",2020-09-02,231.65,4.38,0.0193,34080800,26.57,NA,357.7,69540000
"1046",2020-09-01,227.27,1.74,0.0077,25791200,26.12,NA,352.6,54999300
"1047",2020-08-31,225.53,-3.38,-0.0148,28774100,26.41,NA,349.31,66099100
"1048",2020-08-28,228.91,2.33,0.0103,26292800,22.96,NA,350.58,48588900
"1049",2020-08-27,226.58,5.43,0.0246,57602200,24.47,NA,348.33,58034100
"1050",2020-08-26,221.15,4.68,0.0216,39600800,23.27,NA,347.57,50790200
"1051",2020-08-25,216.47,2.78,0.013,23043600,22.03,NA,344.12,38463300
"1052",2020-08-24,213.69,0.67,0.0031,25460100,22.37,NA,342.92,48588600
"1053",2020-08-21,213.02,-1.56,-0.0073,36249300,22.54,NA,339.48,55106600
"1054",2020-08-20,214.58,4.88,0.0233,26981400,22.72,NA,338.28,42207800
"1055",2020-08-19,209.7,-1.79,-0.0085,27627500,22.54,"Dividend",337.23,68054200
"1056",2020-08-18,211.49,1.21,0.0058,21336100,21.51,NA,338.64,38733900
"1057",2020-08-17,210.28,1.38,0.0066,20184700,21.35,NA,337.91,35480900
"1058",2020-08-14,208.9,0.2,0.001,17958900,22.05,NA,336.84,47260300
"1059",2020-08-13,208.7,-0.49,-0.0023,22588800,22.13,NA,336.83,41816100
"1060",2020-08-12,209.19,5.81,0.0286,28041300,22.28,NA,337.44,53826100
"1061",2020-08-11,203.38,-4.87,-0.0234,36446400,24.03,NA,332.8,69601000
"1062",2020-08-10,208.25,-4.23,-0.0199,36716400,22.13,NA,335.57,44282000
"1063",2020-08-07,212.48,-3.87,-0.0179,27820400,22.21,NA,334.57,57308200
"1064",2020-08-06,216.35,3.41,0.016,32656800,22.65,NA,334.33,43679400
"1065",2020-08-05,212.94,-0.35,-0.0016,28858600,22.99,NA,332.11,42866300
"1066",2020-08-04,213.29,-3.25,-0.015,49280000,23.76,NA,330.06,41917800
"1067",2020-08-03,216.54,11.53,0.0562,78983000,24.28,NA,328.79,53077900
"1068",2020-07-31,205.01,1.11,0.0054,51247900,24.46,NA,326.52,85210704
"1069",2020-07-30,203.9,-0.16,-8e-04,25079500,24.76,NA,323.96,61861700
"1070",2020-07-29,204.06,2.04,0.0101,19632600,24.1,NA,325.12,48454100
"1071",2020-07-28,202.02,-1.83,-0.009,23251300,25.44,NA,321.17,57494900
"1072",2020-07-27,203.85,2.55,0.0127,30160800,24.74,NA,323.22,48292900
"1073",2020-07-24,201.3,-1.24,-0.0061,39826900,25.84,NA,320.88,73766496
"1074",2020-07-23,202.54,-9.21,-0.0435,67457000,26.08,NA,322.96,75737904
"1075",2020-07-22,211.75,3,0.0144,49605600,24.32,"Earnings",326.86,57792900
"1076",2020-07-21,208.75,-2.85,-0.0135,38105700,24.84,NA,325.01,57498900
"1077",2020-07-20,211.6,8.72,0.043,36884800,24.46,NA,324.32,56308800
"1078",2020-07-17,202.88,-1.04,-0.0051,31635200,25.68,NA,321.72,62774900
"1079",2020-07-16,203.92,-4.12,-0.0198,29940600,28,NA,320.79,54622500
"1080",2020-07-15,208.04,-0.31,-0.0015,32179400,27.76,NA,321.85,87196496
"1081",2020-07-14,208.35,1.28,0.0062,37591800,29.52,NA,318.92,93656896
"1082",2020-07-13,207.07,-6.6,-0.0309,38135600,32.19,NA,314.84,102997400
"1083",2020-07-10,213.67,-0.65,-0.003,26177600,27.29,NA,317.59,57550300
"1084",2020-07-09,214.32,1.49,0.007,33121600,29.26,NA,314.38,83354096
"1085",2020-07-08,212.83,4.58,0.022,33600000,28.08,NA,316.18,54638500
"1086",2020-07-07,208.25,-2.45,-0.0116,33600700,29.43,NA,313.78,82909904
"1087",2020-07-06,210.7,4.44,0.0215,31897600,27.94,NA,317.05,61713800
"1088",2020-07-02,206.26,1.56,0.0076,29315700,27.68,NA,312.23,69344200
"1089",2020-07-01,204.7,1.19,0.0058,32061200,28.62,NA,310.52,72396496
"1090",2020-06-30,203.51,5.07,0.0255,34310200,30.43,NA,308.36,113394704
"1091",2020-06-29,198.44,2.11,0.0107,26701500,31.78,NA,304.46,79773200
"1092",2020-06-26,196.33,-4.01,-0.02,54675700,34.73,NA,300.05,127961000
"1093",2020-06-25,200.34,2.5,0.0126,27803900,32.22,NA,307.35,89467904
"1094",2020-06-24,197.84,-4.07,-0.0202,36740600,33.84,NA,304.09,132813504
"1095",2020-06-23,201.91,1.34,0.0067,30917400,31.37,NA,312.05,68471200
"1096",2020-06-22,200.57,5.42,0.0278,32818900,31.77,NA,310.62,74649296
"1097",2020-06-19,195.15,-1.17,-0.006,44441100,35.12,NA,308.64,135549600
"1098",2020-06-18,196.32,2.08,0.0107,23061600,32.94,NA,311.78,80828600
"1099",2020-06-17,194.24,0.67,0.0035,25687800,33.47,NA,311.66,83398896
"1100",2020-06-16,193.57,4.63,0.0245,42556600,33.67,NA,312.96,137627504
"1101",2020-06-15,188.94,1.2,0.0064,32770100,34.4,NA,307.05,135782704
"1102",2020-06-12,187.74,1.47,0.0079,43373500,36.09,NA,304.21,194678800
"1103",2020-06-11,186.27,-10.57,-0.0537,52854600,40.79,NA,300.61,209243504
"1104",2020-06-10,196.84,7.04,0.0371,43872300,27.57,NA,319,95000704
"1105",2020-06-09,189.8,1.44,0.0076,29783900,27.57,NA,320.79,77479200
"1106",2020-06-08,188.36,1.16,0.0062,33211500,25.81,NA,323.2,73641200
"1107",2020-06-05,187.2,4.28,0.0234,39893600,24.52,NA,319.34,150524608
"1108",2020-06-04,182.92,-2.44,-0.0132,28761800,25.81,NA,311.36,75794304
"1109",2020-06-03,185.36,0.45,0.0024,27311000,25.66,NA,312.18,92567504
"1110",2020-06-02,184.91,2.08,0.0114,30794500,26.84,NA,308.08,74267104
"1111",2020-06-01,182.83,-0.42,-0.0023,22668800,28.23,NA,305.55,56779800
"1112",2020-05-29,183.25,1.85,0.0102,42146700,27.51,NA,304.32,119265696
"1113",2020-05-28,181.4,-0.41,-0.0023,33831800,28.59,NA,302.97,90767800
"1114",2020-05-27,181.81,0.24,0.0013,39517100,27.62,NA,303.53,104817400
"1115",2020-05-26,181.57,-1.94,-0.0106,36073600,28.01,NA,299.08,88951400
"1116",2020-05-22,183.51,0.08,4e-04,20826800,28.16,NA,295.44,63958200
"1117",2020-05-21,183.43,-2.23,-0.012,29119500,29.53,NA,294.88,78293904
"1118",2020-05-20,185.66,2.03,0.0111,31261300,27.99,"Dividend",296.93,85861600
"1119",2020-05-19,183.63,-1.28,-0.0069,26799100,30.53,NA,291.97,95189296
"1120",2020-05-18,184.91,1.75,0.0096,35306600,29.3,NA,295,120320200
"1121",2020-05-15,183.16,2.63,0.0146,46610300,31.89,NA,286.28,111146200
"1122",2020-05-14,180.53,0.78,0.0043,41873900,32.61,NA,284.97,121977800
"1123",2020-05-13,179.75,-2.76,-0.0151,44711400,35.28,NA,281.6,144721104
"1124",2020-05-12,182.51,-4.23,-0.0227,32038100,33.04,NA,286.67,95870704
"1125",2020-05-11,186.74,2.06,0.0112,30892600,27.57,NA,292.5,79514200
"1126",2020-05-08,184.68,1.08,0.0059,30912600,27.98,NA,292.44,76622096
"1127",2020-05-07,183.6,1.06,0.0058,28315900,31.44,NA,287.68,75250400
"1128",2020-05-06,182.54,1.78,0.0098,32139300,34.12,NA,284.25,73632600
"1129",2020-05-05,180.76,1.92,0.0107,36839100,33.61,NA,286.19,79569904
"1130",2020-05-04,178.84,4.27,0.0245,30372800,35.97,NA,283.57,80873200
"1131",2020-05-01,174.57,-4.64,-0.0259,39370400,37.19,NA,282.79,125180000
"1132",2020-04-30,179.21,1.78,0.01,53875800,34.15,NA,290.48,122901696
"1133",2020-04-29,177.43,7.62,0.0449,51286500,31.23,"Earnings",293.21,118745504
"1134",2020-04-28,169.81,-4.24,-0.0244,34392600,33.57,NA,285.73,105269904
"1135",2020-04-27,174.05,-0.5,-0.0029,33194300,33.29,NA,287.05,77896600
"1136",2020-04-24,174.55,3.13,0.0183,34305300,35.93,NA,282.97,85165904
"1137",2020-04-23,171.42,-2.1,-0.0121,32790800,41.38,NA,279.08,104709696
"1138",2020-04-22,173.52,5.7,0.034,34651600,41.98,NA,279.1,93524496
"1139",2020-04-21,167.82,-7.24,-0.0414,56203700,45.41,NA,273.04,126385600
"1140",2020-04-20,175.06,-3.54,-0.0198,36669500,43.83,NA,281.59,100109200
"1141",2020-04-17,178.6,1.56,0.0088,52765600,38.15,NA,286.64,146684704
"1142",2020-04-16,177.04,5.16,0.03,50479600,40.11,NA,279.1,131798304
"1143",2020-04-15,171.88,-1.82,-0.0105,40940800,40.84,NA,277.76,121775000
"1144",2020-04-14,173.7,8.19,0.0495,52874300,37.76,NA,283.79,134143296
"1145",2020-04-13,165.51,0.37,0.0022,41905200,41.17,NA,275.66,114839000
"1146",2020-04-09,165.14,0.01,1e-04,51431700,41.67,NA,278.2,190282704
"1147",2020-04-08,165.13,1.64,0.01,48318200,43.35,NA,274.03,153774400
"1148",2020-04-07,163.49,-1.78,-0.0108,62769000,46.7,NA,265.13,201427104
"1149",2020-04-06,165.27,11.44,0.0744,67111696,45.24,NA,264.86,188061200
"1150",2020-04-03,153.83,-1.43,-0.0092,41243200,46.8,NA,248.19,135561104
"1151",2020-04-02,155.26,3.15,0.0207,49630700,50.91,NA,251.83,177660400
"1152",2020-04-01,152.11,-5.6,-0.0355,57969900,57.06,NA,246.15,189554592
"1153",2020-03-31,157.71,-2.52,-0.0157,77927104,53.54,NA,257.75,194880992
"1154",2020-03-30,160.23,10.53,0.0703,63420300,57.08,NA,261.65,170961792
"1155",2020-03-27,149.7,-6.41,-0.0411,57042200,65.54,NA,253.42,224341200
"1156",2020-03-26,156.11,9.19,0.0626,64694400,61,NA,261.2,257632800
"1157",2020-03-25,146.92,-1.42,-0.0096,75638200,63.95,NA,246.79,299430208
"1158",2020-03-24,148.34,12.36,0.0909,82516704,61.67,NA,243.15,235494400
"1159",2020-03-23,135.98,-1.37,-0.01,78975104,61.59,NA,222.95,326025088
"1160",2020-03-20,137.35,-5.36,-0.0376,84866200,66.04,NA,228.8,347158784
"1161",2020-03-19,142.71,2.31,0.0165,85922600,72,NA,240.51,289321984
"1162",2020-03-18,140.4,-6.17,-0.0421,81593104,76.45,NA,240,327597088
"1163",2020-03-17,146.57,11.15,0.0823,81059800,75.91,NA,252.8,262070400
"1164",2020-03-16,135.42,-23.41,-0.1474,87905800,82.69,NA,239.85,297240000
"1165",2020-03-13,158.83,19.77,0.1422,92727400,57.83,NA,269.32,329566112
"1166",2020-03-12,139.06,-14.57,-0.0948,93226304,75.47,NA,248.11,392220608
"1167",2020-03-11,153.63,-7.29,-0.0453,56504300,53.9,NA,274.36,256416496
"1168",2020-03-10,160.92,10.3,0.0684,65354300,47.3,NA,288.42,276444000
"1169",2020-03-09,150.62,-10.95,-0.0678,70419200,54.46,NA,274.23,309417312
"1170",2020-03-06,161.57,-4.7,-0.0283,72821000,41.94,NA,297.46,228667104
"1171",2020-03-05,166.27,-4.28,-0.0251,47817200,39.62,NA,302.46,186366800
"1172",2020-03-04,170.55,6.04,0.0367,49814300,31.99,NA,312.86,176613408
"1173",2020-03-03,164.51,-8.28,-0.0479,71676600,36.82,NA,300.24,300139104
"1174",2020-03-02,172.79,10.78,0.0665,71030600,33.42,NA,309.09,238703600
"1175",2020-02-28,162.01,3.83,0.0242,97073504,40.11,NA,296.26,385764000
"1176",2020-02-27,158.18,-11.99,-0.0705,93173600,39.16,NA,297.51,284353408
"1177",2020-02-26,170.17,2.1,0.0125,56382900,27.56,NA,311.5,194762208
"1178",2020-02-25,168.07,-2.82,-0.0165,68071200,27.85,NA,312.65,218913104
"1179",2020-02-24,170.89,-7.7,-0.0431,68311000,25.03,NA,322.42,161088400
"1180",2020-02-21,178.59,-5.83,-0.0316,48600300,17.08,NA,333.48,113788200
"1181",2020-02-20,184.42,-2.86,-0.0153,36862300,15.56,NA,336.95,74163296
"1182",2020-02-19,187.28,0.05,3e-04,29997400,14.38,"Dividend",338.34,48814600
"1183",2020-02-18,187.23,1.88,0.0101,27853100,14.83,NA,336.73,57342500
"1184",2020-02-14,185.35,1.64,0.0089,23149500,13.68,NA,337.6,64582200
"1185",2020-02-13,183.71,-1,-0.0054,35295800,14.15,NA,337.06,54501900
"1186",2020-02-12,184.71,0.27,0.0015,47062900,13.74,NA,337.42,43992600
"1187",2020-02-11,184.44,-4.26,-0.0226,53159900,15.18,NA,335.26,54864500
"1188",2020-02-10,188.7,4.81,0.0262,35844200,15.04,NA,334.68,42070000
"1189",2020-02-07,183.89,0.26,0.0014,33529000,15.47,NA,332.2,64139400
"1190",2020-02-06,183.63,3.73,0.0207,27751300,14.96,NA,333.98,50359600
"1191",2020-02-05,179.9,-0.22,-0.0012,39186300,15.15,NA,332.86,65951100
"1192",2020-02-04,180.12,5.74,0.0329,36433300,16.05,NA,329.06,62573100
"1193",2020-02-03,174.38,4.15,0.0244,30148900,17.97,NA,324.12,69242200
"1194",2020-01-31,170.23,-2.55,-0.0148,36142600,18.84,NA,321.73,113845504
"1195",2020-01-30,172.78,4.74,0.0282,51597400,15.49,NA,327.68,75491800
"1196",2020-01-29,168.04,2.58,0.0156,35127700,16.39,"Earnings",326.62,54040800
"1197",2020-01-28,165.46,3.18,0.0196,24899900,16.28,NA,326.89,63833900
"1198",2020-01-27,162.28,-2.76,-0.0167,32078000,18.23,NA,323.5,84062400
"1199",2020-01-24,165.04,-1.68,-0.0101,24918100,14.56,NA,328.77,87578400
"1200",2020-01-23,166.72,1.02,0.0062,19680700,12.98,NA,331.72,51962900
"1201",2020-01-22,165.7,-0.8,-0.0048,24138700,12.91,NA,331.34,48914800
"1202",2020-01-21,166.5,-0.6,-0.0036,29517100,12.85,NA,331.3,77742400
"1203",2020-01-17,167.1,0.93,0.0056,34371600,12.1,NA,331.95,95846000
"1204",2020-01-16,166.17,2.99,0.0183,23865300,12.32,NA,330.92,54050300
"1205",2020-01-15,163.18,1.05,0.0065,21417800,12.42,NA,328.19,72056496
"1206",2020-01-14,162.13,-1.15,-0.007,23500700,12.39,NA,327.45,63036300
"1207",2020-01-13,163.28,1.94,0.012,21637000,12.32,NA,327.95,47262000
"1208",2020-01-10,161.34,-0.75,-0.0046,20733900,12.56,NA,325.71,53057300
"1209",2020-01-09,162.09,2,0.0125,21399900,12.54,NA,326.65,48569600
"1210",2020-01-08,160.09,2.51,0.0159,27762000,13.45,NA,324.45,68434096
"1211",2020-01-07,157.58,-1.45,-0.0091,21832100,13.79,NA,322.73,42799700
"1212",2020-01-06,159.03,0.41,0.0026,20826700,13.85,NA,323.64,55761900
"1213",2020-01-03,158.62,-2,-0.0125,21121600,14.02,NA,322.41,77783104
"1214",2020-01-02,160.62,2.92,0.0185,22634500,12.47,NA,324.87,59253800
"1215",2019-12-31,157.7,0.11,7e-04,18393300,13.78,NA,321.86,57107000
"1216",2019-12-30,157.59,-1.37,-0.0086,16356700,14.82,NA,321.08,49782700
"1217",2019-12-27,158.96,0.29,0.0018,18414300,13.43,NA,322.86,42554800
"1218",2019-12-26,158.67,1.29,0.0082,14526900,12.65,NA,322.94,31024100
"1219",2019-12-24,157.38,-0.03,-2e-04,8989100,12.67,NA,321.23,20270000
"1220",2019-12-23,157.41,0,0,17726200,12.61,NA,321.22,53015600
"1221",2019-12-20,157.41,1.7,0.0109,53599600,12.51,NA,320.73,149338208
"1222",2019-12-19,155.71,1.34,0.0087,25813800,12.5,NA,320.9,85388400
"1223",2019-12-18,154.37,-0.32,-0.0021,24132300,12.58,NA,319.59,48199900
"1224",2019-12-17,154.69,-0.84,-0.0054,25443500,12.29,NA,319.57,61131700
"1225",2019-12-16,155.53,1,0.0065,24152700,12.14,NA,319.5,82836096
"1226",2019-12-13,154.53,1.29,0.0084,23850000,12.63,NA,317.32,81546400
"1227",2019-12-12,153.24,1.54,0.0102,24645300,13.94,NA,317.13,96585800
"1228",2019-12-11,151.7,0.57,0.0038,18860000,14.99,NA,314.42,53521400
"1229",2019-12-10,151.13,-0.23,-0.0015,16481000,15.68,NA,313.53,53107100
"1230",2019-12-09,151.36,-0.39,-0.0026,16741300,15.86,NA,313.88,34904300
"1231",2019-12-06,151.75,1.82,0.0121,16410400,13.62,NA,314.87,48956700
"1232",2019-12-05,149.93,0.08,5e-04,17880600,14.52,NA,312.02,40781600
"1233",2019-12-04,149.85,0.54,0.0036,17580600,14.8,NA,311.46,49190400
"1234",2019-12-03,149.31,-0.24,-0.0016,25192100,15.96,NA,309.55,75172704
"1235",2019-12-02,149.55,-1.83,-0.0121,27473600,14.91,NA,311.64,76110000
"1236",2019-11-29,151.38,-0.94,-0.0062,11977300,12.62,NA,314.31,36592700
"1237",2019-11-27,152.32,0.29,0.0019,15201200,11.75,NA,315.48,44793100
"1238",2019-11-26,152.03,0.8,0.0053,24635100,11.54,NA,314.08,37727900
"1239",2019-11-25,151.23,1.64,0.011,22428500,11.87,NA,313.37,48762600
"1240",2019-11-22,149.59,0.11,7e-04,15841600,12.34,NA,310.96,44850200
"1241",2019-11-21,149.48,-0.14,-9e-04,18576000,13.13,NA,310.27,54664600
"1242",2019-11-20,149.62,-0.77,-0.0051,25720000,12.78,"Dividend",310.77,79696200
"1243",2019-11-19,150.39,0.05,3e-04,23960100,12.86,NA,311.93,67927800
"1244",2019-11-18,150.34,0.37,0.0025,21554700,12.46,NA,312.02,49327900
"1245",2019-11-15,149.97,1.91,0.0129,23508800,12.05,NA,311.79,62706100
"1246",2019-11-14,148.06,0.75,0.0051,19755100,13.05,NA,309.55,52001800
"1247",2019-11-13,147.31,0.24,0.0016,17440200,13,NA,309.1,54385500
"1248",2019-11-12,147.07,0.96,0.0066,18646100,12.68,NA,309,46444000
"1249",2019-11-11,146.11,0.15,0.001,14370100,12.69,NA,308.35,35934900
"1250",2019-11-08,145.96,1.7,0.0118,16752900,12.07,NA,308.94,49068800
"1251",2019-11-07,144.26,0.2,0.0014,17786700,12.73,NA,308.18,54272200
"1252",2019-11-06,144.06,-0.4,-0.0028,16575700,12.62,NA,307.1,46487100
"1253",2019-11-05,144.46,-0.09,-6e-04,18250100,13.1,NA,307.03,42933200
"1254",2019-11-04,144.55,0.83,0.0058,16912000,12.83,NA,307.37,60606900
"1255",2019-11-01,143.72,0.35,0.0024,33128300,12.3,NA,306.14,71141504
"1256",2019-10-31,143.37,-1.24,-0.0086,24605100,13.22,NA,303.33,69053696
"1257",2019-10-30,144.61,1.78,0.0125,18496500,12.33,NA,304.14,49643900
"1258",2019-10-29,142.83,-1.36,-0.0094,20589400,13.2,NA,303.21,44284900
"1259",2019-10-28,144.19,3.46,0.0246,35280100,13.11,NA,303.3,42146900
"1260",2019-10-25,140.73,0.79,0.0056,25959700,12.65,NA,301.6,45205400
"1261",2019-10-24,139.94,2.7,0.0197,37278400,13.71,NA,300.37,35857400
"1262",2019-10-23,137.24,0.87,0.0064,31380300,14.01,"Earnings",299.88,34991800
"1263",2019-10-22,136.37,-2.06,-0.0149,27935200,14.46,NA,299.01,49126000
"1264",2019-10-21,138.43,1.02,0.0074,20716000,14,NA,299.99,39460900
"1265",2019-10-18,137.41,-2.28,-0.0163,32284400,14.25,NA,297.97,64338000
"1266",2019-10-17,139.69,-0.72,-0.0051,22102700,13.79,NA,299.28,46784800
"1267",2019-10-16,140.41,-1.165,-0.0082,20841600,13.68,NA,298.4,50563500
"1268",2019-10-15,141.575,2.025,0.0145,19917700,13.54,NA,298.88,47832300
"1269",2019-10-14,139.55,-0.13,-9e-04,13591600,14.57,NA,295.95,40546600
"1270",2019-10-11,139.68,0.58,0.0042,25551000,15.58,NA,296.28,101228496
"1271",2019-10-10,139.1,0.86,0.0062,18396600,17.57,NA,293.24,57255900
"1272",2019-10-09,138.24,2.57,0.0189,20178400,18.64,NA,291.27,65701000
"1273",2019-10-08,135.67,-1.45,-0.0106,26783300,20.28,NA,288.53,101575400
"1274",2019-10-07,137.12,-1,-0.0072,16601200,17.86,NA,293.08,60656500
"1275",2019-10-04,138.12,1.84,0.0135,23839500,17.04,NA,294.35,66700600
"1276",2019-10-03,136.28,1.63,0.0121,26379700,19.12,NA,290.42,85906800
"1277",2019-10-02,134.65,-2.42,-0.0177,32001700,20.56,NA,288.06,124523904
"1278",2019-10-01,137.07,-1.96,-0.0141,22581900,18.56,NA,293.24,89900400
"1279",2019-09-30,139.03,1.3,0.0094,18430300,16.24,NA,296.77,52562700
"1280",2019-09-27,137.73,-1.81,-0.013,22498900,17.22,NA,295.4,84781104
"1281",2019-09-26,139.54,0.18,0.0013,17813500,16.07,NA,297,58722300
"1282",2019-09-25,139.36,1.98,0.0144,22544000,15.96,NA,297.62,73434000
