Time,Open,High,Low,Last,Change,%Chg,Volume
6/26/2012,131.7,132.38,130.93,131.98,0.66,0.50%,141633904
6/25/2012,132.05,132.1,130.85,131.32,-2.14,-1.60%,146375696
6/22/2012,133.13,133.71,132.62,133.46,1.02,0.77%,130029104
6/21/2012,135.64,135.78,132.33,132.44,-3.04,-2.24%,205272304
6/20/2012,135.71,136.1,134.27,135.48,-0.22,-0.16%,206466592
6/19/2012,135.08,136.25,134.37,135.7,1.3,0.97%,137382496
6/18/2012,133.58,134.73,133.28,134.4,0.26,0.19%,131365400
6/15/2012,133.38,134.26,133.1,134.14,0.67,0.50%,169444400
6/14/2012,132.34,134,131.98,133.47,1.4,1.06%,230616192
6/13/2012,132.53,133.36,131.62,132.07,-0.85,-0.64%,172223904
6/12/2012,131.79,133.01,131.16,132.92,1.5,1.14%,181931696
6/11/2012,134.17,134.25,131.28,131.42,-1.68,-1.26%,169756000
6/8/2012,131.71,133.13,131.29,133.1,1.05,0.80%,143811696
6/7/2012,133.47,133.53,131.78,132.05,0.08,0.06%,184651600
6/6/2012,129.97,132.03,129.93,131.97,2.9,2.25%,184029792
6/5/2012,127.85,129.26,127.78,129.07,0.97,0.76%,164149408
6/4/2012,128.39,128.74,127.14,128.1,-0.06,-0.05%,202548192
6/1/2012,129.41,131.5,128.16,128.16,-3.31,-2.52%,253244896
5/31/2012,131.71,132.45,130.34,131.47,-0.29,-0.22%,196186096
5/30/2012,132.56,133.69,131.49,131.76,-1.94,-1.45%,162370304
5/29/2012,133.16,133.93,131.17,133.7,1.6,1.21%,152883392
5/25/2012,132.48,132.85,131.78,132.1,-0.43,-0.32%,135465504
5/24/2012,132.63,132.84,131.42,132.53,0.26,0.20%,167357600
5/23/2012,131.25,132.46,129.99,132.27,0.07,0.05%,204958304
5/22/2012,132.31,133.23,131.34,132.2,0.23,0.17%,197531104
5/21/2012,130.16,132.02,129.95,131.97,2.23,1.72%,177860992
5/18/2012,131.37,131.6,129.55,129.74,-1.12,-0.86%,319631008
5/17/2012,132.86,133.02,130.79,130.86,-1.97,-1.48%,247992896
5/16/2012,133.94,134.55,132.8,132.83,-0.51,-0.38%,207265504
5/15/2012,134.02,134.81,133.13,133.34,-0.77,-0.57%,207629200
5/14/2012,134.31,135.61,133.91,134.11,-1.5,-1.11%,163909792
5/11/2012,135.17,136.87,135.11,135.61,-0.41,-0.30%,153032304
5/10/2012,136.68,136.85,135.71,136.02,0.28,0.21%,150600896
5/9/2012,135.1,136.61,134.49,135.74,-0.81,-0.59%,220778096
5/8/2012,136.28,136.77,134.92,136.55,-0.55,-0.40%,213383808
5/7/2012,136.51,137.56,136.46,137.1,0.1,0.07%,127765904
5/4/2012,138.52,139.3,136.92,137,-2.25,-1.62%,193931296
5/3/2012,140.34,140.45,138.99,139.25,-1.08,-0.77%,143762704
5/2/2012,139.92,140.46,139.46,140.33,-0.41,-0.29%,121080896
5/1/2012,139.79,141.66,139.63,140.74,0.87,0.62%,138837296
4/30/2012,140.11,140.21,139.49,139.87,-0.52,-0.37%,115092200
4/27/2012,140.58,140.79,139.8,140.39,0.23,0.16%,123982096
4/26/2012,138.89,140.32,138.81,140.16,0.97,0.70%,136292608
4/25/2012,138.65,139.25,138.53,139.19,1.88,1.37%,150254896
4/24/2012,136.91,137.66,136.8,137.31,0.52,0.38%,137484192
4/23/2012,136.54,136.91,135.94,136.79,-1.16,-0.84%,171844800
4/20/2012,138.33,138.83,137.87,137.95,0.23,0.17%,143199504
4/19/2012,138.63,139.15,137.07,137.72,-0.89,-0.64%,198666704
4/18/2012,138.46,139.08,138.38,138.61,-0.47,-0.34%,123884200
4/17/2012,137.84,139.36,137.7,139.08,2.03,1.48%,147877504
4/16/2012,137.84,138.04,136.58,137.05,-0.09,-0.07%,147825200
4/13/2012,138.47,138.82,137.01,137.14,-1.65,-1.19%,169246592
4/12/2012,137.13,138.9,137.03,138.79,1.79,1.31%,154321408
4/11/2012,137.29,137.54,136.75,137,1.1,0.81%,154132800
4/10/2012,137.95,138.34,135.76,135.9,-2.32,-1.68%,235360192
4/9/2012,138.03,139.84,137.84,138.22,-1.57,-1.12%,127555800
4/5/2012,139.38,140.2,139.26,139.79,-0.07,-0.05%,137439296
4/4/2012,140.22,140.34,139.34,139.86,-1.4,-0.99%,146895904
4/3/2012,141.64,141.88,140.43,141.26,-0.58,-0.41%,155806592
4/2/2012,140.64,142.21,140.36,141.84,1.03,0.73%,151740992
3/30/2012,140.92,141.05,140.05,140.81,0.58,0.41%,135486592
3/29/2012,139.63,140.49,139.09,140.23,-0.24,-0.17%,164963600
3/28/2012,141.1,141.32,139.64,140.47,-0.7,-0.50%,148562000
3/27/2012,141.74,141.83,141.08,141.17,-0.44,-0.31%,119868400
3/26/2012,140.65,141.61,140.6,141.61,1.96,1.40%,120163904
3/23/2012,139.32,139.81,138.55,139.65,0.45,0.32%,120520896
3/22/2012,139.18,139.55,138.74,139.2,-1.01,-0.72%,135216704
3/21/2012,140.51,140.65,139.92,140.21,-0.23,-0.16%,122388400
3/20/2012,140.05,140.61,139.64,140.44,-0.41,-0.29%,121729600
3/19/2012,140.22,141.28,140.11,140.85,0.55,0.39%,125291000
3/16/2012,140.36,140.48,140,140.3,-0.42,-0.30%,152893408
3/15/2012,140.13,140.78,139.76,140.72,0.81,0.58%,165118496
3/14/2012,140.1,140.45,139.48,139.91,-0.15,-0.11%,145163392
3/13/2012,138.32,140.13,138.09,140.06,2.48,1.80%,184090400
3/12/2012,137.56,137.76,137.09,137.58,0.01,0.01%,104003400
3/9/2012,137.31,137.93,137.13,137.57,0.53,0.39%,122836704
3/8/2012,136.52,137.32,136.24,137.04,1.35,0.99%,116968800
3/7/2012,135.06,135.91,134.93,135.69,0.94,0.70%,143626208
3/6/2012,135.36,135.43,134.36,134.75,-2,-1.46%,202129792
3/5/2012,137.1,137.2,136.28,136.75,-0.56,-0.41%,140764896
3/2/2012,137.64,137.82,137,137.31,-0.42,-0.30%,120638200
3/1/2012,137.31,137.99,136.93,137.73,0.71,0.52%,145026096
2/29/2012,137.76,138.19,136.54,137.02,-0.54,-0.39%,185934704
2/28/2012,137.21,137.72,136.93,137.56,0.4,0.29%,129355800
2/27/2012,136.03,137.53,135.8,137.16,0.23,0.17%,145728800
2/24/2012,136.93,137.2,136.63,136.93,0.3,0.22%,105539000
2/23/2012,135.97,136.73,135.5,136.63,0.6,0.44%,137704192
2/22/2012,136.25,136.55,135.79,136.03,-0.44,-0.32%,124455200
2/21/2012,136.73,137.05,136.05,136.47,0.06,0.04%,134042200
2/17/2012,136.52,136.63,135.96,136.41,0.36,0.26%,129869400
2/16/2012,134.58,136.17,134.33,136.05,1.49,1.11%,186567696
2/15/2012,135.63,135.83,134.29,134.56,-0.63,-0.47%,195195104
2/14/2012,135.01,135.27,134.25,135.19,-0.17,-0.13%,165996096
2/13/2012,135.32,135.52,134.74,135.36,1,0.74%,115841800
2/10/2012,134.16,134.47,133.84,134.36,-1,-0.74%,167907392
2/9/2012,135.41,135.59,134.56,135.36,0.17,0.13%,148601792
2/8/2012,134.87,135.22,134.31,135.19,0.4,0.30%,139361408
2/7/2012,134.18,135.02,133.64,134.79,0.34,0.25%,135528000
2/6/2012,133.99,134.51,133.83,134.45,-0.09,-0.07%,107694400
2/3/2012,134,134.62,133.77,134.54,1.86,1.40%,160598496
2/2/2012,132.74,133.02,132.21,132.68,0.21,0.16%,113090304
2/1/2012,132.29,133.14,132.13,132.47,1.15,0.88%,166234400
1/31/2012,132.02,132.18,130.68,131.32,-0.05,-0.04%,157213104
1/30/2012,130.51,131.44,130.06,131.37,-0.45,-0.34%,147311696
1/27/2012,131.27,132.05,131.15,131.82,-0.06,-0.05%,135259008
1/26/2012,133.16,133.4,131.36,131.88,-0.68,-0.51%,184880400
1/25/2012,131.26,132.87,130.75,132.56,1.1,0.84%,198613104
1/24/2012,130.8,131.5,130.6,131.46,-0.15,-0.11%,103083200
1/23/2012,131.51,132.25,130.98,131.61,0.07,0.05%,129295696
1/20/2012,131.24,131.95,130.92,131.54,0.08,0.06%,138230096
1/19/2012,131.21,131.57,130.8,131.46,0.69,0.53%,126328800
1/18/2012,129.32,130.84,129.08,130.77,1.43,1.11%,163395104
1/17/2012,130.09,130.32,128.9,129.34,0.5,0.39%,132209200
1/13/2012,128.65,129.05,127.72,128.84,-0.67,-0.52%,179836096
1/12/2012,129.59,129.7,128.54,129.51,0.31,0.24%,118983600
1/11/2012,128.74,129.37,128.52,129.2,0.07,0.05%,111540600
1/10/2012,129.4,129.65,128.95,129.13,1.11,0.87%,115281904
1/9/2012,127.99,128.18,127.41,128.02,0.31,0.24%,99530096
1/6/2012,128.2,128.22,127.29,127.71,-0.33,-0.26%,148049904
1/5/2012,127.01,128.23,126.43,128.04,0.34,0.27%,173894896
1/4/2012,127.2,127.81,126.71,127.7,0.2,0.16%,127186400
1/3/2012,127.76,128.38,127.43,127.5,2,1.59%,193697792
12/30/2011,126.02,126.33,125.5,125.5,-0.62,-0.49%,95598896
12/29/2011,125.24,126.25,124.86,126.12,1.29,1.03%,123507104
12/28/2011,126.51,126.53,124.73,124.83,-1.66,-1.31%,119107000
12/27/2011,126.17,126.82,126.06,126.49,0.1,0.08%,86075696
12/23/2011,125.67,126.43,125.41,126.39,1.12,0.89%,92187104
12/22/2011,124.62,125.4,124.23,125.27,1.1,0.89%,119465296
12/21/2011,123.93,124.36,122.75,124.17,0.24,0.19%,194230800
12/20/2011,122.18,124.14,122.17,123.93,3.64,3.03%,225418096
12/19/2011,122.06,122.32,120.03,120.29,-1.3,-1.07%,183902896
12/16/2011,122.23,122.95,121.3,121.59,-0.6,-0.49%,220481200
12/15/2011,123.03,123.2,121.99,122.19,0.45,0.37%,199109104
12/14/2011,122.56,123.03,121.47,121.74,-1.31,-1.06%,238618704
12/13/2011,124.85,125.57,122.45,123.05,-1.16,-0.93%,245159696
12/12/2011,124.95,124.97,123.16,124.21,-1.84,-1.46%,215826000
12/9/2011,124.51,126.37,124.4,126.05,2.1,1.69%,209111296
12/8/2011,125.9,126.18,123.65,123.95,-2.78,-2.19%,240862704
12/7/2011,125.84,127.26,124.97,126.73,0.47,0.37%,237802304
12/6/2011,126.21,127.11,125.76,126.26,0.04,0.03%,178842000
12/5/2011,126.83,127.18,125.44,126.22,1.36,1.09%,225263808
12/2/2011,126.14,126.5,124.78,124.86,-0.11,-0.09%,221109600
12/1/2011,124.85,125.64,124.43,124.97,-0.02,-0.02%,176954704
11/30/2011,123.45,125.22,120,124.99,4.94,4.11%,324439296
11/29/2011,120.05,121,119.61,120.05,0.34,0.28%,199241504
11/28/2011,119.5,120.18,118.82,119.71,3.37,2.90%,210686000
11/25/2011,116.38,117.7,116.2,116.34,-0.22,-0.19%,99556896
11/23/2011,118.07,119.19,116.56,116.56,-2.63,-2.21%,224531600
11/22/2011,119.41,120.1,118.52,119.19,-0.47,-0.39%,216494800
11/21/2011,120.19,120.35,118.65,119.66,-2.32,-1.90%,229611600
11/18/2011,122.5,122.75,121.47,121.98,-0.13,-0.11%,215580304
11/17/2011,123.85,124.16,121.23,122.11,-1.97,-1.59%,331219808
11/16/2011,124.82,126.34,123.9,124.08,-2,-1.59%,235782400
11/15/2011,125.17,126.75,124.72,126.08,0.62,0.49%,184709408
11/14/2011,126.19,127.45,124.92,125.46,-1.2,-0.95%,159258208
11/11/2011,125.83,126.99,125.79,126.66,2.34,1.88%,189924304
11/10/2011,124.79,124.94,123.02,124.32,1.16,0.94%,231866592
11/9/2011,124.89,125.8,122.86,123.16,-4.72,-3.69%,337981888
11/8/2011,126.92,128.02,125.71,127.88,1.62,1.28%,224426096
11/7/2011,125.39,126.39,124.2,126.26,0.78,0.62%,196617104
11/4/2011,125.23,125.7,124.01,125.48,-0.77,-0.61%,249401408
11/3/2011,125.31,126.5,123.6,126.25,2.26,1.82%,291174784
11/2/2011,123.82,124.4,122.79,123.99,1.99,1.63%,245529296
11/1/2011,122,123.51,121.52,122,-3.5,-2.79%,416565696
10/31/2011,127.16,128.62,125.32,125.5,-3.1,-2.41%,228146592
10/28/2011,128,128.85,127.8,128.6,-0.03,-0.02%,225906496
10/27/2011,127.63,129.42,124.32,128.63,4.33,3.48%,393288384
10/26/2011,124.35,124.77,122.21,124.3,1.25,1.02%,289053696
10/25/2011,124.89,124.95,122.78,123.05,-2.44,-1.94%,268596704
10/24/2011,124.16,125.8,124.06,125.49,1.52,1.23%,203215504
10/21/2011,123.08,124.12,122.72,123.97,2.31,1.90%,278999392
10/20/2011,121.43,122.1,119.82,121.66,0.53,0.44%,262075600
10/19/2011,122.38,123.08,120.71,121.13,-1.45,-1.18%,226601200
10/18/2011,120.14,123.5,119.2,122.58,2.35,1.95%,318857792
10/17/2011,121.99,122.55,119.93,120.23,-2.34,-1.91%,202311504
10/14/2011,121.91,122.6,121.23,122.57,2.06,1.71%,211397504
10/13/2011,120.04,120.87,119.12,120.51,-0.24,-0.20%,212538800
10/12/2011,120.6,122.14,120.33,120.75,1.05,0.88%,281544800
10/11/2011,118.87,120.04,118.75,119.7,0.12,0.10%,209087904
10/10/2011,117.68,119.63,117.67,119.58,3.87,3.34%,230666208
10/7/2011,117.17,117.24,115.06,115.71,-0.78,-0.67%,312657408
10/6/2011,114.36,116.66,113.51,116.49,2.07,1.81%,257800704
10/5/2011,112.62,114.72,111.58,114.42,2.08,1.85%,284108000
10/4/2011,108.35,112.58,107.43,112.34,2.41,2.19%,459177408
10/3/2011,112.49,113.95,109.81,109.93,-3.22,-2.85%,365136800
9/30/2011,114.45,115.45,113.07,113.15,-2.9,-2.50%,288685504
9/29/2011,117.05,117.63,113.93,116.05,0.9,0.78%,298108800
9/28/2011,117.78,118.49,114.97,115.15,-2.39,-2.03%,286696704
9/27/2011,118.53,119.56,116.84,117.54,1.3,1.12%,311753792
9/26/2011,114.61,116.4,112.98,116.24,2.7,2.38%,260673600
9/23/2011,112.11,114.16,112.02,113.54,0.68,0.60%,307242496
9/22/2011,113.25,114.21,111.3,112.86,-3.77,-3.23%,513920000
9/21/2011,120.23,120.6,116.44,116.63,-3.54,-2.95%,316251200
9/20/2011,120.82,121.99,120.01,120.17,-0.14,-0.12%,218932096
9/19/2011,119.53,120.93,118.72,120.31,-1.21,-1.00%,241516896
9/16/2011,121.29,121.97,120.32,121.52,0.09,0.07%,284528192
9/15/2011,120.65,121.47,119.4,121.43,2.06,1.73%,326777216
9/14/2011,118.34,120.8,116.72,119.37,1.63,1.38%,319389408
9/13/2011,117.05,118.18,116.22,117.74,1.07,0.92%,272514592
9/12/2011,114.47,116.76,114.05,116.67,0.75,0.65%,305793408
9/9/2011,117.68,119.06,115.28,115.92,-3.12,-2.62%,380195008
9/8/2011,119.57,120.94,118.77,119.04,-1.25,-1.04%,250568096
9/7/2011,118.76,120.34,118.36,120.29,3.3,2.82%,209803104
9/6/2011,114.39,117.16,114.38,116.99,-0.86,-0.73%,285142688
9/2/2011,118.42,120.87,117.43,117.85,-3.09,-2.55%,255517104
9/1/2011,122.29,123.4,120.78,120.94,-1.28,-1.05%,254585792
8/31/2011,122.45,123.51,121.3,122.22,0.54,0.44%,301828288
8/30/2011,120.83,122.43,119.26,121.68,0.32,0.26%,241315696
8/29/2011,119.56,121.43,118.06,121.36,3.39,2.87%,190977104
8/26/2011,115.69,118.51,113.85,117.97,1.69,1.45%,314495712
8/25/2011,118.74,119.4,115.87,116.28,-1.8,-1.52%,312365312
8/24/2011,116.19,118.24,115.92,118.08,1.64,1.41%,246869696
8/23/2011,113.15,116.57,112.58,116.44,3.71,3.29%,331136608
8/22/2011,115.17,115.23,112.41,112.73,0.09,0.08%,275090496
8/19/2011,112.96,115.88,112.5,112.64,-1.87,-1.63%,428321216
8/18/2011,116.5,119.71,113.39,114.51,-5.16,-4.31%,512956416
8/17/2011,120.26,121.2,118.72,119.67,0.08,0.07%,238200992
8/16/2011,119.47,120.69,118.31,119.59,-1.03,-0.85%,294095200
8/15/2011,119.19,120.74,119,120.62,2.5,2.12%,258810496
8/12/2011,118.4,119.21,117.28,118.12,0.79,0.67%,313731584
8/11/2011,113.26,118.92,112.32,117.33,5.04,4.49%,487979808
8/10/2011,115.26,116.28,111.95,112.29,-5.19,-4.42%,662607616
8/9/2011,114.08,117.64,110.27,117.48,5.22,4.65%,717828608
8/8/2011,116.91,120.12,112.02,112.26,-7.82,-6.51%,702264000
8/5/2011,121.76,122.07,116.86,120.08,-0.18,-0.15%,655561728
8/4/2011,124.42,124.62,120.06,120.26,-5.91,-4.68%,520721600
8/3/2011,125.66,126.31,123.53,126.17,0.68,0.54%,371029504
8/2/2011,127.81,128.5,125.49,125.49,-3.29,-2.55%,346653696
8/1/2011,130.84,130.96,127.53,128.78,-0.55,-0.43%,325790912
7/29/2011,128.91,130.55,127.97,129.33,-0.89,-0.68%,307042400
7/28/2011,130.6,131.77,130.01,130.22,-0.38,-0.29%,206938896
7/27/2011,132.59,132.63,130.43,130.6,-2.73,-2.05%,249019904
7/26/2011,133.74,133.96,133.03,133.33,-0.5,-0.37%,131278096
7/25/2011,133.3,134.49,133.16,133.83,-0.75,-0.56%,136653696
7/22/2011,134.52,134.72,133.76,134.58,0.09,0.07%,126019200
7/21/2011,133.4,134.82,132.67,134.49,1.84,1.39%,248931200
7/20/2011,133.07,133.15,132.42,132.65,-0.08,-0.06%,137145200
7/19/2011,131.34,132.89,131.31,132.73,2.12,1.62%,166554800
7/18/2011,131.07,131.28,129.63,130.61,-1.08,-0.82%,196872000
7/15/2011,131.66,131.87,130.77,131.69,0.76,0.58%,220124496
7/14/2011,132.17,132.78,130.68,130.93,-0.91,-0.69%,226111600
7/13/2011,132.09,133.22,131.52,131.84,0.44,0.33%,204062496
7/12/2011,131.69,132.78,131.36,131.4,-0.57,-0.43%,214675600
7/11/2011,132.75,133.18,131.66,131.97,-2.43,-1.81%,195918496
7/8/2011,133.83,135.36,133.39,134.4,-0.96,-0.71%,194171392
7/7/2011,135.15,135.7,134.88,135.36,1.39,1.04%,170464096
7/6/2011,133.49,134.14,133.11,133.97,0.16,0.12%,143332608
7/5/2011,133.78,134.08,133.39,133.81,-0.11,-0.08%,166126400
7/1/2011,132.09,134.1,131.78,133.92,1.95,1.48%,202385600
6/30/2011,131.14,132.18,130.71,131.97,1.25,0.96%,223496496
6/29/2011,130.2,130.93,129.63,130.72,1.11,0.86%,244295296
6/28/2011,128.45,129.63,128.27,129.61,1.67,1.31%,165556304
6/27/2011,126.89,128.43,126.64,127.94,1.13,0.89%,166907904
6/24/2011,128.27,128.37,126.62,126.81,-1.49,-1.16%,226129296
6/23/2011,127.16,128.64,126.19,128.3,-0.37,-0.29%,334286784
6/22/2011,129.05,129.81,128.59,128.67,-0.78,-0.60%,176886400
6/21/2011,128.36,129.7,127.75,129.45,1.75,1.37%,193157200
6/20/2011,126.62,127.97,126.58,127.7,0.65,0.51%,159478896
6/17/2011,127.93,127.94,126.62,127.05,-0.25,-0.20%,234996000
6/16/2011,127.06,127.97,126.32,127.3,0.28,0.22%,308038304
6/15/2011,128.26,129.3,126.68,127.02,-2.3,-1.78%,300957888
6/14/2011,128.87,129.77,128.82,129.32,1.62,1.27%,160570304
6/13/2011,127.89,128.24,127.05,127.7,0.1,0.08%,207599696
6/10/2011,128.85,128.93,127.26,127.6,-1.8,-1.39%,238629296
6/9/2011,128.77,129.93,128.46,129.4,0.98,0.76%,160964304
6/8/2011,128.76,129.19,128.18,128.42,-0.54,-0.42%,198696096
6/7/2011,129.7,130.07,128.85,128.96,-0.09,-0.07%,161805904
6/6/2011,130.09,130.36,128.87,129.05,-1.37,-1.05%,179983904
6/3/2011,130.15,131.42,130.08,130.42,-1.31,-0.99%,234690096
6/2/2011,131.96,132.24,130.96,131.73,-0.14,-0.11%,200466704
6/1/2011,134.51,134.92,131.76,131.87,-3.03,-2.25%,233094304
5/31/2011,134.77,134.92,133.84,134.9,1.39,1.04%,164727008
5/27/2011,133.37,133.87,132.96,133.51,0.51,0.38%,120921800
5/26/2011,132.03,133.24,131.78,133,0.61,0.46%,164984496
5/25/2011,131.42,132.94,131.38,132.39,0.44,0.33%,151102096
5/24/2011,132.44,132.73,131.7,131.95,-0.11,-0.08%,147262592
5/23/2011,131.98,133.65,131.59,132.06,-1.55,-1.16%,168800000
5/20/2011,134.35,134.68,133.36,133.61,-1.07,-0.79%,182638304
5/19/2011,134.81,135.03,133.94,134.68,0.32,0.24%,118748496
5/18/2011,133.24,134.5,132.95,134.36,1.19,0.89%,135228096
5/17/2011,132.69,133.35,132.12,133.17,-0.02,-0.02%,192969696
5/16/2011,133.56,134.61,132.97,133.19,-0.85,-0.63%,141770592
5/13/2011,135.15,135.34,133.56,134.04,-1.04,-0.77%,157499008
5/12/2011,134.08,135.36,133.39,135.08,0.64,0.48%,171648096
5/11/2011,135.67,135.69,133.82,134.44,-1.43,-1.05%,193748400
5/10/2011,135.17,136.11,135,135.87,1.15,0.85%,114907600
5/9/2011,134.19,135.11,133.98,134.72,0.52,0.39%,114140496
5/6/2011,134.88,135.63,133.22,134.2,0.59,0.44%,222951296
5/5/2011,134.08,134.95,133.02,133.61,-1.22,-0.90%,227065696
5/4/2011,135.67,135.73,134.23,134.83,-0.9,-0.66%,182821104
5/3/2011,135.96,136.19,135.04,135.73,-0.49,-0.36%,138445696
5/2/2011,137.08,137.18,135.95,136.22,-0.21,-0.15%,126310000
4/29/2011,136.17,136.57,135.98,136.43,0.32,0.24%,115094304
4/28/2011,135.43,136.29,135.41,136.11,0.44,0.32%,124865696
4/27/2011,135.05,135.87,134.5,135.67,0.88,0.65%,143269792
4/26/2011,134.05,135.06,133.91,134.79,1.15,0.86%,142383104
4/25/2011,133.7,133.86,133.2,133.64,-0.14,-0.10%,65759900
4/21/2011,133.79,133.84,133.1,133.78,0.68,0.51%,136214496
4/20/2011,132.88,133.39,132.79,133.1,1.79,1.36%,156472992
4/19/2011,130.76,131.35,130.44,131.31,0.75,0.57%,124321800
4/18/2011,130.59,132.03,129.51,130.56,-1.48,-1.12%,210907696
4/15/2011,131.79,132.37,131.41,132.04,0.48,0.36%,170146592
4/14/2011,130.7,131.76,130.27,131.56,0.1,0.08%,161271200
4/13/2011,132.08,132.18,130.96,131.46,-0.01,-0.01%,162172896
4/12/2011,131.72,131.98,130.99,131.47,-0.99,-0.75%,161480608
4/11/2011,133,133.45,132.14,132.46,-0.4,-0.30%,121518400
4/8/2011,133.91,133.99,132.31,132.86,-0.46,-0.35%,148014704
4/7/2011,133.42,133.98,132.66,133.32,-0.34,-0.25%,170973200
4/6/2011,133.87,134,133.12,133.66,0.42,0.32%,120453600
4/5/2011,133,133.83,132.94,133.24,-0.02,-0.02%,121083800
4/4/2011,133.47,133.67,132.88,133.26,0.11,0.08%,100773296
4/1/2011,133.4,133.77,132.83,133.15,0.56,0.42%,154038896
3/31/2011,132.62,132.96,132.45,132.59,-0.18,-0.14%,132756496
3/30/2011,132.54,133.16,132.36,132.77,0.91,0.69%,135895808
3/29/2011,130.87,131.9,130.44,131.86,0.88,0.67%,129844496
3/28/2011,131.59,131.92,130.94,130.98,-0.32,-0.24%,109839000
3/25/2011,131.23,131.87,130.89,131.3,0.4,0.31%,155769904
3/24/2011,130.4,131.09,129.67,130.9,1.24,0.96%,159238208
3/23/2011,128.93,130,128.32,129.66,0.37,0.29%,148648704
3/22/2011,129.71,129.89,129.17,129.29,-0.45,-0.35%,129743400
3/21/2011,129.38,130.01,129.2,129.74,1.98,1.55%,154065200
3/18/2011,128.84,128.88,127.51,127.76,-0.09,-0.07%,230654400
3/17/2011,128,128.39,127.1,127.85,1.67,1.32%,254521696
3/16/2011,128.15,128.57,125.28,126.18,-2.38,-1.85%,468560512
3/15/2011,126.59,129.33,126.5,128.56,-1.49,-1.15%,359794688
3/14/2011,129.99,130.48,129.06,130.05,-0.79,-0.60%,235607696
3/11/2011,129.52,131.31,129.49,130.84,0.9,0.69%,225758496
3/10/2011,130.99,131.18,129.81,129.94,-2.45,-1.85%,301665696
3/9/2011,132.34,132.8,131.6,132.39,-0.19,-0.14%,153903392
3/8/2011,131.64,133,131.07,132.58,1.15,0.87%,174706400
3/7/2011,132.87,133.16,130.73,131.43,-1.04,-0.79%,216900400
3/4/2011,133.37,133.63,131.6,132.47,-1,-0.75%,277371392
3/3/2011,132.4,133.62,132.39,133.47,2.26,1.72%,176485104
3/2/2011,130.75,131.82,130.35,131.21,0.28,0.21%,200277792
3/1/2011,133.57,133.69,130.89,130.93,-2.22,-1.67%,258599200
2/28/2011,132.84,133.32,132.38,133.15,0.82,0.62%,135703392
2/25/2011,131.5,132.41,131.4,132.33,1.4,1.07%,141693792
2/24/2011,130.88,131.44,129.7,130.93,-0.09,-0.07%,260467104
2/23/2011,131.76,132.07,130.21,131.02,-0.81,-0.61%,227610096
2/22/2011,133.12,134.56,131.47,131.83,-2.7,-2.01%,233116304
2/18/2011,134.36,134.69,134.06,134.53,0.28,0.21%,130002304
2/17/2011,133.45,134.43,133.34,134.25,0.4,0.30%,109810400
2/16/2011,133.47,134.01,133.19,133.85,0.84,0.63%,130183400
2/15/2011,133.02,133.22,132.32,133.01,-0.42,-0.31%,119575296
2/14/2011,133.03,133.54,132.88,133.43,0.32,0.24%,101691104
2/11/2011,131.8,133.28,131.77,133.11,0.79,0.60%,137716400
2/10/2011,131.6,132.47,131.3,132.32,0.05,0.04%,162708400
2/9/2011,132.21,132.63,131.61,132.27,-0.3,-0.23%,146512000
2/8/2011,132.09,132.64,131.73,132.57,0.6,0.45%,99072704
2/7/2011,131.44,132.4,131.43,131.97,0.82,0.63%,112439000
2/4/2011,130.83,131.2,130.23,131.15,0.37,0.28%,134634704
2/3/2011,130.26,130.98,129.57,130.78,0.29,0.22%,145886592
2/2/2011,130.4,130.84,130.33,130.49,-0.25,-0.19%,118323600
2/1/2011,129.46,130.97,129.38,130.74,2.06,1.60%,167194208
1/31/2011,128.07,128.78,127.75,128.68,0.96,0.75%,149249104
1/28/2011,130.14,130.35,127.51,127.72,-2.27,-1.75%,295637184
1/27/2011,129.7,130.21,129.47,129.99,0.32,0.25%,123302600
1/26/2011,129.49,130.05,129.23,129.67,0.5,0.39%,141281408
1/25/2011,128.76,129.28,128.11,129.17,0.07,0.05%,167552096
1/24/2011,128.29,129.25,128.26,129.1,0.73,0.57%,113715400
1/21/2011,128.88,129.17,128.23,128.37,0.29,0.23%,151462800
1/20/2011,127.96,128.4,127.13,128.08,-0.17,-0.13%,175745600
1/19/2011,129.41,129.54,127.91,128.25,-1.27,-0.98%,151958304
1/18/2011,129.18,129.64,129.03,129.52,0.22,0.17%,114401200
1/14/2011,128.19,129.33,128.1,129.3,0.93,0.72%,117677800
1/13/2011,128.63,128.69,128.05,128.37,-0.21,-0.16%,129229104
1/12/2011,128.21,128.72,127.46,128.58,1.15,0.90%,107929104
1/11/2011,127.44,127.74,126.95,127.43,0.45,0.35%,110286896
1/10/2011,126.58,127.16,126.2,126.98,-0.16,-0.13%,122401600
1/7/2011,127.56,127.77,126.15,127.14,-0.25,-0.20%,156034496
1/6/2011,127.69,127.83,127.01,127.39,-0.25,-0.20%,122519000
1/5/2011,126.58,127.73,126.46,127.64,0.66,0.52%,133975200
1/4/2011,127.33,127.37,126.19,126.98,-0.07,-0.06%,137409600
1/3/2011,126.71,127.6,125.7,127.05,1.3,1.03%,138725200
12/31/2010,125.49,125.87,125.33,125.75,0.03,0.02%,91270200
12/30/2010,125.8,126.13,125.53,125.72,-0.2,-0.16%,76616800
12/29/2010,125.98,126.2,125.9,125.92,0.09,0.07%,58033000
12/28/2010,125.9,125.95,125.5,125.83,0.18,0.14%,55309000
12/27/2010,125.13,125.77,125.04,125.65,0.05,0.04%,58125900
