"ClientID","Line","LayerNumber","CarrierNumber","Attachment","Limit","Capacity","Premium","PPM","Weight","LayerAttachment","LayerLimit","LayerCapacity","LayerPremium","Relativity","SIC.Code"
161,"XS",9,3,2.5e+08,1e+07,2.6e+08,37038,3704,0.143,2.5e+08,7e+07,3.2e+08,246038,0.76409,6531
161,"XS",9,4,2.5e+08,1.5e+07,2.65e+08,52500,3500,0.214,2.5e+08,7e+07,3.2e+08,246038,0.76409,6531
161,"XS",9,5,2.5e+08,1.5e+07,2.65e+08,52500,3500,0.214,2.5e+08,7e+07,3.2e+08,246038,0.76409,6531
161,"XS",10,1,3.2e+08,1e+07,3.3e+08,30300,3030,1,3.2e+08,1e+07,3.3e+08,30300,0.86206,6531
161,"XS",11,1,3.3e+08,1e+07,3.4e+08,27234,2723,0.5,3.3e+08,2e+07,3.5e+08,54468,0.89881,6531
161,"XS",11,2,3.3e+08,1e+07,3.4e+08,27234,2723,0.5,3.3e+08,2e+07,3.5e+08,54468,0.89881,6531
162,"UM",0,1,5e+06,1.5e+07,2e+07,521429,34762,1,5e+06,1.5e+07,2e+07,521429,NA,NA
162,"XS",1,1,1.5e+07,1e+07,2.5e+07,150000,15000,1,1.5e+07,1e+07,2.5e+07,150000,0.43151,NA
162,"XS",2,1,2.5e+07,2.5e+07,5e+07,158195,6328,1,2.5e+07,2.5e+07,5e+07,158195,0.42185,NA
162,"XS",3,1,5e+07,2.5e+07,7.5e+07,75300,3012,1,5e+07,2.5e+07,7.5e+07,75300,0.47599,NA
162,"XS",4,1,7.5e+07,2.5e+07,1e+08,63984,2559,1,7.5e+07,2.5e+07,1e+08,63984,0.84972,NA
163,"UM",0,1,2e+06,1e+07,1.2e+07,611980,61198,1,2e+06,1e+07,1.2e+07,611980,NA,7999
163,"XS",1,1,1e+07,1e+07,2e+07,185079,18508,1,1e+07,1e+07,2e+07,185079,0.30243,7999
163,"XS",2,1,2e+07,12500000,32500000,125000,10000,0.5,2e+07,2.5e+07,4.5e+07,250000,0.54031,7999
163,"XS",2,2,2e+07,12500000,32500000,125000,10000,0.5,2e+07,2.5e+07,4.5e+07,250000,0.54031,7999
163,"XS",3,1,4.5e+07,1.5e+07,6e+07,95000,6333,1,4.5e+07,1.5e+07,6e+07,95000,0.63333,7999
163,"XS",4,1,6e+07,1.5e+07,7.5e+07,62000,4133,1,6e+07,1.5e+07,7.5e+07,62000,0.65263,7999
163,"XS",5,1,7.5e+07,2.5e+07,1e+08,69113,2765,1,7.5e+07,2.5e+07,1e+08,69113,0.66884,7999
164,"UM",0,1,3e+06,7e+06,1e+07,448915,64131,1,3e+06,7e+06,1e+07,448915,NA,NA
164,"XS",1,1,7e+06,1e+07,1.7e+07,345000,34500,1,7e+06,1e+07,1.7e+07,345000,0.53796,NA
164,"XS",2,1,1.7e+07,1e+07,2.7e+07,307000,30700,1,1.7e+07,1e+07,2.7e+07,307000,0.88986,NA
164,"XS",3,1,2.7e+07,1e+07,3.7e+07,237000,23700,1,2.7e+07,1e+07,3.7e+07,237000,0.77199,NA
164,"XS",4,1,3.7e+07,1e+07,4.7e+07,182000,18200,1,3.7e+07,1e+07,4.7e+07,182000,0.76793,NA
164,"XS",5,1,4.7e+07,1e+07,5.7e+07,126700,12670,1,4.7e+07,1e+07,5.7e+07,126700,0.69615,NA
164,"XS",6,1,5.7e+07,1.3e+07,7e+07,140000,10769,1,5.7e+07,1.3e+07,7e+07,140000,0.84998,NA
166,"UM",0,1,3e+06,2e+06,5e+06,403560,201780,1,3e+06,2e+06,5e+06,403560,NA,1542
166,"XS",1,1,2e+06,5e+06,7e+06,364913,72983,1,2e+06,5e+06,7e+06,364913,0.36169,1542
166,"XS",2,1,3e+06,5e+06,8e+06,364946,72989,1,3e+06,5e+06,8e+06,364946,1.00009,1542
166,"XS",3,1,1.2e+07,1.3e+07,2.5e+07,449091,34545,1,1.2e+07,1.3e+07,2.5e+07,449091,0.4733,1542
167,"UM",0,1,2e+06,1e+07,1.2e+07,203775,20378,1,2e+06,1e+07,1.2e+07,203775,NA,5137
167,"XS",1,1,1e+07,1.5e+07,2.5e+07,99990,6666,1,1e+07,1.5e+07,2.5e+07,99990,0.32713,5137
167,"XS",2,1,2.5e+07,12500000,37500000,57000,4560,0.5,2.5e+07,2.5e+07,5e+07,114000,0.68407,5137
167,"XS",2,2,2.5e+07,12500000,37500000,57000,4560,0.5,2.5e+07,2.5e+07,5e+07,114000,0.68407,5137
167,"XS",3,1,5e+07,1.5e+07,6.5e+07,60000,4000,0.3,5e+07,5e+07,1e+08,2e+05,0.87719,5137
167,"XS",3,2,5e+07,1.5e+07,6.5e+07,60000,4000,0.3,5e+07,5e+07,1e+08,2e+05,0.87719,5137
167,"XS",3,3,5e+07,1.5e+07,6.5e+07,60000,4000,0.3,5e+07,5e+07,1e+08,2e+05,0.87719,5137
167,"XS",3,4,5e+07,5e+06,5.5e+07,20000,4000,0.1,5e+07,5e+07,1e+08,2e+05,0.87719,5137
168,"UM",0,1,1e+06,1e+07,1.1e+07,129048,12905,1,1e+06,1e+07,1.1e+07,129048,NA,6531
168,"XS",1,1,1e+07,1.5e+07,2.5e+07,57000,3800,1,1e+07,1.5e+07,2.5e+07,57000,0.29446,6531
168,"XS",2,1,2.5e+07,2.5e+07,5e+07,57242,2290,1,2.5e+07,2.5e+07,5e+07,57242,0.60255,6531
171,"UM",0,1,2e+06,1.5e+07,1.7e+07,383000,25533,1,2e+06,1.5e+07,1.7e+07,383000,NA,6022
171,"XS",1,1,1.5e+07,1e+07,2.5e+07,1e+05,10000,1,1.5e+07,1e+07,2.5e+07,1e+05,0.39164,6022
171,"XS",2,1,2.5e+07,2.5e+07,5e+07,140000,5600,1,2.5e+07,2.5e+07,5e+07,140000,0.56,6022
171,"XS",3,1,5e+07,2.5e+07,7.5e+07,75000,3000,1,5e+07,2.5e+07,7.5e+07,75000,0.53571,6022
171,"XS",4,1,7.5e+07,2.5e+07,1e+08,52000,2080,1,7.5e+07,2.5e+07,1e+08,52000,0.69333,6022
172,"UM",0,1,2e+06,5e+06,7e+06,5e+05,1e+05,1,2e+06,5e+06,7e+06,5e+05,NA,NA
172,"XS",1,1,5e+06,5e+06,1e+07,350000,70000,1,5e+06,5e+06,1e+07,350000,0.7,NA
172,"XS",2,1,1e+07,1e+07,2e+07,5e+05,50000,1,1e+07,1e+07,2e+07,5e+05,0.71429,NA
173,"UM",0,1,NA,5e+06,5e+06,581579,116316,1,NA,5e+06,5e+06,581579,NA,NA
173,"XS",1,1,5e+06,1e+07,1.5e+07,712000,71200,1,5e+06,1e+07,1.5e+07,712000,0.61213,NA
173,"XS",2,1,1.5e+07,1.5e+07,3e+07,317500,21167,1,1.5e+07,1.5e+07,3e+07,317500,0.29728,NA
174,"UM",0,1,NA,1e+07,1e+07,199022,19902,1,NA,1e+07,1e+07,199022,NA,NA
174,"XS",1,1,1e+07,1e+07,2e+07,71602,7160,0.5,1e+07,2e+07,3e+07,143203,0.35977,NA
174,"XS",1,2,1e+07,1e+07,2e+07,71601,7160,0.5,1e+07,2e+07,3e+07,143203,0.35977,NA
177,"UM",0,1,1e+06,1.7e+08,1.71e+08,633245,3725,1,1e+06,1.7e+08,1.71e+08,633245,NA,7011
177,"XS",1,1,1.7e+08,2.5e+07,1.95e+08,235000,9400,1,1.7e+08,2.5e+07,1.95e+08,235000,2.52351,7011
177,"XS",2,1,1.95e+08,2.5e+07,2.2e+08,184325,7373,1,1.95e+08,2.5e+07,2.2e+08,184325,0.78436,7011
177,"XS",3,1,2.2e+08,2e+07,2.4e+08,127400,6370,1,2.2e+08,2e+07,2.4e+08,127400,0.86396,7011
177,"XS",4,1,2.4e+08,1e+07,2.5e+08,61058,6106,1,2.4e+08,1e+07,2.5e+08,61058,0.95852,7011
177,"XS",5,1,2.5e+08,2.5e+07,2.75e+08,146880,5875,1,2.5e+08,2.5e+07,2.75e+08,146880,0.96223,7011
177,"XS",6,1,2.75e+08,1e+07,2.85e+08,47901,4790,1,2.75e+08,1e+07,2.85e+08,47901,0.81531,7011
177,"XS",7,1,2.85e+08,1.5e+07,3e+08,70785,4719,1,2.85e+08,1.5e+07,3e+08,70785,0.98516,7011
178,"UM",0,1,NA,1e+07,1e+07,7100000,710000,1,NA,1e+07,1e+07,7100000,NA,NA
178,"XS",1,1,1e+07,1e+07,2e+07,3434010,343401,1,1e+07,1e+07,2e+07,3434010,0.48366,NA
178,"XS",2,1,2e+07,5e+06,2.5e+07,730000,146000,0.5,2e+07,1e+07,3e+07,1533000,0.44642,NA
178,"XS",2,2,2e+07,5e+06,2.5e+07,803000,160600,0.5,2e+07,1e+07,3e+07,1533000,0.44642,NA
178,"XS",3,1,3e+07,1e+07,4e+07,1050000,105000,1,3e+07,1e+07,4e+07,1050000,0.68493,NA
178,"XS",4,1,4e+07,1.5e+07,5.5e+07,916740,61116,1,4e+07,1.5e+07,5.5e+07,916740,0.58206,NA
178,"XS",5,1,5e+07,1e+07,6e+07,605000,60500,0.333,5e+07,3e+07,8e+07,1842225,1.00477,NA
178,"XS",5,2,5e+07,1e+07,6e+07,605000,60500,0.333,5e+07,3e+07,8e+07,1842225,1.00477,NA
178,"XS",5,3,5e+07,2500000,52500000,149738,59895,0.083,5e+07,3e+07,8e+07,1842225,1.00477,NA
178,"XS",5,4,5e+07,2500000,52500000,149737,59895,0.083,5e+07,3e+07,8e+07,1842225,1.00477,NA
178,"XS",5,5,5e+07,5e+06,5.5e+07,332750,66550,0.167,5e+07,3e+07,8e+07,1842225,1.00477,NA
178,"XS",6,1,8e+07,1.5e+07,9.5e+07,756000,50400,0.6,8e+07,2.5e+07,1.05e+08,1260000,0.82075,NA
178,"XS",6,2,8e+07,1e+07,9e+07,504000,50400,0.4,8e+07,2.5e+07,1.05e+08,1260000,0.82075,NA
178,"XS",7,1,1.05e+08,2.5e+07,1.3e+08,760000,30400,0.313,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,2,1.05e+08,7500000,112500000,225720,30096,0.094,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,3,1.05e+08,1.5e+07,1.2e+08,451440,30096,0.188,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,4,1.05e+08,7500000,112500000,225720,30096,0.094,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,5,1.05e+08,1e+07,1.15e+08,304000,30400,0.125,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,6,1.05e+08,1e+07,1.15e+08,334400,33440,0.125,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",7,7,1.05e+08,5e+06,1.1e+08,167200,33440,0.063,1.05e+08,8e+07,1.85e+08,2468480,0.61222,NA
178,"XS",8,1,1.85e+08,2.5e+07,2.1e+08,615375,24615,1,1.85e+08,2.5e+07,2.1e+08,615375,0.79774,NA
179,"UM",0,1,1e+06,1.5e+07,1.6e+07,31420,2095,1,1e+06,1.5e+07,1.6e+07,31420,NA,7363
179,"XS",1,1,1.5e+07,1e+07,2.5e+07,20000,2000,1,1.5e+07,1e+07,2.5e+07,20000,0.95481,7363
180,"UM",0,1,NA,5e+06,5e+06,119790,23958,1,NA,5e+06,5e+06,119790,NA,NA
180,"XS",1,1,5e+06,1.5e+07,2e+07,235000,15667,1,5e+06,1.5e+07,2e+07,235000,0.65392,NA
181,"UM",0,1,2e+06,1e+07,1.2e+07,172100,17210,1,2e+06,1e+07,1.2e+07,172100,NA,NA
181,"XS",1,1,1e+07,1.5e+07,2.5e+07,117000,7800,1,1e+07,1.5e+07,2.5e+07,117000,0.45322,NA
181,"XS",2,1,2.5e+07,1.5e+07,4e+07,72500,4833,1,2.5e+07,1.5e+07,4e+07,72500,0.61966,NA
184,"UM",0,1,5e+06,5e+06,1e+07,634680,126936,1,5e+06,5e+06,1e+07,634680,NA,4731
184,"XS",1,1,5e+05,5e+06,5500000,410736,82147,1,5e+05,5e+06,5500000,410736,0.64715,4731
184,"XS",2,1,1e+07,5e+06,1.5e+07,238160,47632,1,1e+07,5e+06,1.5e+07,238160,0.57984,4731
184,"XS",3,1,1.5e+07,5e+06,2e+07,175000,35000,1,1.5e+07,5e+06,2e+07,175000,0.7348,4731
184,"XS",4,1,2e+07,5e+06,2.5e+07,138000,27600,1,2e+07,5e+06,2.5e+07,138000,0.78857,4731
184,"XS",5,1,2.5e+07,5e+06,3e+07,130000,26000,1,2.5e+07,5e+06,3e+07,130000,0.94203,4731
184,"XS",6,1,3e+07,5e+06,3.5e+07,132096,26419,0.4,3e+07,12500000,42500000,334284,1.02857,4731
184,"XS",6,2,3e+07,2500000,32500000,66092,26437,0.2,3e+07,12500000,42500000,334284,1.02857,4731
184,"XS",6,3,3e+07,5e+06,3.5e+07,136096,27219,0.4,3e+07,12500000,42500000,334284,1.02857,4731
184,"XS",7,1,42500000,5e+06,47500000,113520,22704,1,42500000,5e+06,47500000,113520,0.84898,4731
184,"XS",8,1,47500000,5e+06,52500000,1e+05,20000,1,47500000,5e+06,52500000,1e+05,0.8809,4731
184,"XS",9,1,52500000,5e+06,57500000,84108,16822,0.154,52500000,32500000,8.5e+07,534966,0.82302,4731
184,"XS",9,2,52500000,5e+06,57500000,81500,16300,0.154,52500000,32500000,8.5e+07,534966,0.82302,4731
184,"XS",9,3,52500000,5e+06,57500000,84108,16822,0.154,52500000,32500000,8.5e+07,534966,0.82302,4731
184,"XS",9,4,52500000,1e+07,62500000,163000,16300,0.308,52500000,32500000,8.5e+07,534966,0.82302,4731
184,"XS",9,5,52500000,7500000,6e+07,122250,16300,0.231,52500000,32500000,8.5e+07,534966,0.82302,4731
184,"XS",10,1,8.5e+07,5e+06,9e+07,75000,15000,0.333,8.5e+07,1.5e+07,1e+08,225000,0.91127,4731
184,"XS",10,2,8.5e+07,5e+06,9e+07,75000,15000,0.333,8.5e+07,1.5e+07,1e+08,225000,0.91127,4731
184,"XS",10,3,8.5e+07,5e+06,9e+07,75000,15000,0.333,8.5e+07,1.5e+07,1e+08,225000,0.91127,4731
185,"UM",0,1,1e+06,5e+06,6e+06,565000,113000,1,1e+06,5e+06,6e+06,565000,NA,3999
185,"XS",1,1,5e+06,1e+07,1.5e+07,520000,52000,1,5e+06,1e+07,1.5e+07,520000,0.46018,3999
185,"XS",2,1,1.5e+07,5e+06,2e+07,1e+05,20000,0.5,1.5e+07,1e+07,2.5e+07,2e+05,0.38462,3999
185,"XS",2,2,1.5e+07,5e+06,2e+07,1e+05,20000,0.5,1.5e+07,1e+07,2.5e+07,2e+05,0.38462,3999
186,"UM",0,1,1e+06,1e+07,1.1e+07,108884,10888,1,1e+06,1e+07,1.1e+07,108884,NA,3674
186,"XS",1,1,1e+07,1.5e+07,2.5e+07,94350,6290,1,1e+07,1.5e+07,2.5e+07,94350,0.57768,3674
186,"XS",2,1,2.5e+07,12500000,37500000,60500,4840,1,2.5e+07,12500000,37500000,60500,0.76948,3674
186,"XS",3,1,37500000,12500000,5e+07,60500,4840,1,37500000,12500000,5e+07,60500,1,3674
186,"XS",4,1,5e+07,2.5e+07,7.5e+07,69000,2760,1,5e+07,2.5e+07,7.5e+07,69000,0.57025,3674
186,"XS",5,1,7.5e+07,2.5e+07,1e+08,52500,2100,1,7.5e+07,2.5e+07,1e+08,52500,0.76087,3674
187,"UM",0,1,5e+06,1e+07,1.5e+07,1611000,161100,1,5e+06,1e+07,1.5e+07,1611000,NA,8322
187,"XS",1,1,1e+07,1e+07,2e+07,932710,93271,1,1e+07,1e+07,2e+07,932710,0.57896,8322
187,"XS",2,1,2e+07,5e+06,2.5e+07,392720,78544,1,2e+07,5e+06,2.5e+07,392720,0.84211,8322
187,"XS",3,1,2.5e+07,1e+07,3.5e+07,506614,50661,1,2.5e+07,1e+07,3.5e+07,506614,0.64501,8322
187,"XS",4,1,3.5e+07,1.5e+07,5e+07,441127,29408,1,3.5e+07,1.5e+07,5e+07,441127,0.58049,8322
187,"XS",5,1,5e+07,1.5e+07,6.5e+07,290452,19363,1,5e+07,1.5e+07,6.5e+07,290452,0.65843,8322
187,"XS",6,1,6.5e+07,2.5e+07,9e+07,385894,15436,1,6.5e+07,2.5e+07,9e+07,385894,0.79716,8322
187,"XS",7,1,9e+07,1e+07,1e+08,130950,13095,1,9e+07,1e+07,1e+08,130950,0.84835,8322
188,"UM",0,1,NA,5e+06,5e+06,1083632,216726,1,NA,5e+06,5e+06,1083632,NA,5941
188,"XS",1,1,5e+06,5e+06,1e+07,450000,90000,1,5e+06,5e+06,1e+07,450000,0.41527,5941
188,"XS",2,1,1e+07,1e+07,2e+07,595000,59500,1,1e+07,1e+07,2e+07,595000,0.66111,5941
189,"UM",0,1,1e+06,2e+06,3e+06,810000,405000,1,1e+06,2e+06,3e+06,810000,NA,NA
189,"XS",1,1,2e+06,3e+06,5e+06,719555,239852,1,2e+06,3e+06,5e+06,719555,0.59223,NA
189,"XS",2,1,5e+06,5e+06,1e+07,720360,144072,1,5e+06,5e+06,1e+07,720360,0.60067,NA
189,"XS",3,1,1e+07,5e+06,1.5e+07,550000,110000,1,1e+07,5e+06,1.5e+07,550000,0.76351,NA
189,"XS",4,1,1.5e+07,5e+06,2e+07,455000,91000,1,1.5e+07,5e+06,2e+07,455000,0.82727,NA
189,"XS",5,1,2e+07,5e+06,2.5e+07,380000,76000,1,2e+07,5e+06,2.5e+07,380000,0.83516,NA
189,"XS",6,1,2.5e+07,5e+06,3e+07,373250,74650,1,2.5e+07,5e+06,3e+07,373250,0.98224,NA
189,"XS",7,1,3e+07,1e+07,4e+07,740000,74000,1,3e+07,1e+07,4e+07,740000,0.99129,NA
189,"XS",8,1,4e+07,5e+06,4.5e+07,360000,72000,1,4e+07,5e+06,4.5e+07,360000,0.97297,NA
192,"UM",0,1,5e+06,5e+06,1e+07,1043053,208611,1,5e+06,5e+06,1e+07,1043053,NA,7539
192,"XS",1,1,5e+06,5e+06,1e+07,678247,135649,1,5e+06,5e+06,1e+07,678247,0.65025,7539
192,"XS",2,1,1e+07,5e+06,1.5e+07,560000,112000,1,1e+07,5e+06,1.5e+07,560000,0.82566,7539
192,"XS",3,1,1.5e+07,5e+06,2e+07,467500,93500,1,1.5e+07,5e+06,2e+07,467500,0.83482,7539
193,"UM",0,1,5e+06,1.5e+07,2e+07,2500000,166667,1,5e+06,1.5e+07,2e+07,2500000,NA,7218
193,"XS",1,1,1.5e+07,5e+06,2e+07,492327,98465,1,1.5e+07,5e+06,2e+07,492327,0.59079,7218
193,"XS",2,1,2e+07,5e+06,2.5e+07,375000,75000,1,2e+07,5e+06,2.5e+07,375000,0.76169,7218
193,"XS",3,1,2.5e+07,12500000,37500000,485000,38800,0.5,2.5e+07,2.5e+07,5e+07,970000,0.51733,7218
193,"XS",3,2,2.5e+07,12500000,37500000,485000,38800,0.5,2.5e+07,2.5e+07,5e+07,970000,0.51733,7218
193,"XS",4,1,5e+07,1.5e+07,6.5e+07,253000,16867,1,5e+07,1.5e+07,6.5e+07,253000,0.43471,7218
193,"XS",5,1,6.5e+07,1e+07,7.5e+07,133750,13375,1,6.5e+07,1e+07,7.5e+07,133750,0.79298,7218
193,"XS",6,1,7.5e+07,1e+07,8.5e+07,1e+05,10000,1,7.5e+07,1e+07,8.5e+07,1e+05,0.74766,7218
193,"XS",7,1,8.5e+07,5e+06,9e+07,45000,9000,0.333,8.5e+07,1.5e+07,1e+08,135000,0.9,7218
193,"XS",7,2,8.5e+07,2500000,87500000,22500,9000,0.167,8.5e+07,1.5e+07,1e+08,135000,0.9,7218
193,"XS",7,3,8.5e+07,7500000,92500000,67500,9000,0.5,8.5e+07,1.5e+07,1e+08,135000,0.9,7218
194,"UM",0,1,1e+06,1e+07,1.1e+07,295500,29550,1,1e+06,1e+07,1.1e+07,295500,NA,2621
194,"XS",1,1,1e+07,1e+07,2e+07,1e+05,10000,0.5,1e+07,2e+07,3e+07,2e+05,0.33841,2621
194,"XS",1,2,1e+07,1e+07,2e+07,1e+05,10000,0.5,1e+07,2e+07,3e+07,2e+05,0.33841,2621
194,"XS",2,1,3e+07,1e+07,4e+07,40000,4000,1,3e+07,1e+07,4e+07,40000,0.4,2621
194,"XS",3,1,4e+07,1e+07,5e+07,35000,3500,1,4e+07,1e+07,5e+07,35000,0.875,2621
195,"UM",0,1,5e+06,1e+07,1.5e+07,4809514,480951,1,5e+06,1e+07,1.5e+07,4809514,NA,4953
195,"XS",1,1,1e+07,1.5e+07,2.5e+07,3500000,233333,1,1e+07,1.5e+07,2.5e+07,3500000,0.48515,4953
195,"XS",2,1,2.5e+07,1.5e+07,4e+07,1609900,107327,1,2.5e+07,1.5e+07,4e+07,1609900,0.45997,4953
195,"XS",3,1,4e+07,1e+07,5e+07,625000,62500,1,4e+07,1e+07,5e+07,625000,0.58233,4953
195,"XS",4,1,5e+07,1.5e+07,6.5e+07,510000,34000,1,5e+07,1.5e+07,6.5e+07,510000,0.544,4953
195,"XS",5,1,6.5e+07,1.5e+07,8e+07,450000,30000,1,6.5e+07,1.5e+07,8e+07,450000,0.88235,4953
195,"XS",6,1,8e+07,1.5e+07,9.5e+07,354000,23600,1,8e+07,1.5e+07,9.5e+07,354000,0.78667,4953
195,"XS",7,1,9.5e+07,5e+06,1e+08,103000,20600,1,9.5e+07,5e+06,1e+08,103000,0.87288,4953
196,"UM",0,1,NA,1e+07,1e+07,685000,68500,1,NA,1e+07,1e+07,685000,NA,4581
196,"XS",1,1,1e+07,1e+07,2e+07,380250,38025,1,1e+07,1e+07,2e+07,380250,0.55511,4581
196,"XS",2,1,2e+07,1e+07,3e+07,149985,14999,1,2e+07,1e+07,3e+07,149985,0.39444,4581
196,"XS",3,1,3e+07,1.5e+07,4.5e+07,202145,13476,1,3e+07,1.5e+07,4.5e+07,202145,0.89851,4581
208,"UM",0,1,1e+06,5e+06,6e+06,225217,45043,1,1e+06,5e+06,6e+06,225217,NA,8299
208,"XS",1,1,5e+06,5e+06,1e+07,229062,45812,0.5,5e+06,1e+07,1.5e+07,298816,0.6634,8299
208,"XS",1,2,5e+06,5e+06,1e+07,69754,13951,0.5,5e+06,1e+07,1.5e+07,298816,0.6634,8299
208,"XS",2,1,1e+07,5e+06,1.5e+07,190657,38131,1,1e+07,5e+06,1.5e+07,190657,1.27608,8299
208,"XS",3,1,1.5e+07,5e+06,2e+07,147283,29457,0.5,1.5e+07,1e+07,2.5e+07,294408,0.77209,8299
208,"XS",3,2,1.5e+07,5e+06,2e+07,147125,29425,0.5,1.5e+07,1e+07,2.5e+07,294408,0.77209,8299
208,"XS",4,1,2.5e+07,5e+06,3e+07,92081,18416,1,2.5e+07,5e+06,3e+07,92081,0.62553,8299
232,"UM",0,1,NA,9e+06,9e+06,450000,50000,1,NA,9e+06,9e+06,450000,NA,3562
232,"XS",1,1,9e+06,1e+07,1.9e+07,180000,18000,1,9e+06,1e+07,1.9e+07,180000,0.36,3562
232,"XS",2,1,1.9e+07,1.5e+07,3.4e+07,157500,10500,1,1.9e+07,1.5e+07,3.4e+07,157500,0.58333,3562
232,"XS",3,1,3.4e+07,1.5e+07,4.9e+07,98000,6533,1,3.4e+07,1.5e+07,4.9e+07,98000,0.62222,3562
232,"XS",4,1,4.9e+07,1.5e+07,6.4e+07,67500,4500,1,4.9e+07,1.5e+07,6.4e+07,67500,0.68878,3562
232,"XS",5,1,6.4e+07,1.5e+07,7.9e+07,52000,3467,1,6.4e+07,1.5e+07,7.9e+07,52000,0.77037,3562
232,"XS",6,1,7.9e+07,2e+07,9.9e+07,62620,3131,1,7.9e+07,2e+07,9.9e+07,62620,0.90317,3562
235,"UM",0,1,1e+06,3e+07,3.1e+07,769399,25647,1,1e+06,3e+07,3.1e+07,769399,NA,8661
235,"XS",1,1,3.1e+07,1e+07,4.1e+07,249543,24954,1,3.1e+07,1e+07,4.1e+07,249543,0.973,8661
235,"XS",2,1,4.1e+07,1e+07,5.1e+07,193973,19397,1,4.1e+07,1e+07,5.1e+07,193973,0.77731,8661
235,"XS",3,1,5.1e+07,5e+06,5.6e+07,78638,15728,1,5.1e+07,5e+06,5.6e+07,78638,0.81081,8661
235,"XS",4,1,5.6e+07,5e+06,6.1e+07,57668,11534,1,5.6e+07,5e+06,6.1e+07,57668,0.73334,8661
235,"XS",5,1,6.1e+07,12500000,73500000,79943,6395,0.5,6.1e+07,2.5e+07,8.6e+07,160363,0.55616,8661
235,"XS",5,2,6.1e+07,12500000,73500000,80420,6434,0.5,6.1e+07,2.5e+07,8.6e+07,160363,0.55616,8661
235,"XS",6,1,8.5e+07,1e+07,9.5e+07,55000,5500,1,8.5e+07,1e+07,9.5e+07,55000,0.85743,8661
239,"UM",0,1,2e+06,1e+07,1.2e+07,320778,32078,1,2e+06,1e+07,1.2e+07,320778,NA,NA
239,"XS",1,1,1e+07,1.5e+07,2.5e+07,277500,18500,1,1e+07,1.5e+07,2.5e+07,277500,0.57672,NA
239,"XS",2,1,2.5e+07,2.5e+07,5e+07,138675,5547,1,2.5e+07,2.5e+07,5e+07,138675,0.29984,NA
239,"XS",3,1,5e+07,2.5e+07,7.5e+07,125035,5001,1,5e+07,2.5e+07,7.5e+07,125035,0.90164,NA
239,"XS",4,1,7.5e+07,1e+07,8.5e+07,42500,4250,1,7.5e+07,1e+07,8.5e+07,42500,0.84976,NA
239,"XS",5,1,8.5e+07,1.5e+07,1e+08,37500,2500,1,8.5e+07,1.5e+07,1e+08,37500,0.58824,NA
240,"UM",0,1,2e+06,1e+07,1.2e+07,165842,16584,1,2e+06,1e+07,1.2e+07,165842,NA,3081
240,"XS",1,1,1e+07,1.5e+07,2.5e+07,87129,5809,1,1e+07,1.5e+07,2.5e+07,87129,0.35025,3081
240,"XS",2,1,2.5e+07,1.5e+07,4e+07,46575,3105,1,2.5e+07,1.5e+07,4e+07,46575,0.53455,3081
240,"XS",3,1,4e+07,2.5e+07,6.5e+07,57000,2280,1,4e+07,2.5e+07,6.5e+07,57000,0.7343,3081
240,"XS",4,1,6.5e+07,1.5e+07,8e+07,30000,2000,1,6.5e+07,1.5e+07,8e+07,30000,0.87719,3081
240,"XS",5,1,8e+07,2e+07,1e+08,37229,1861,1,8e+07,2e+07,1e+08,37229,0.93073,3081
241,"UM",0,1,2e+06,1e+07,1.2e+07,119895,11990,1,2e+06,1e+07,1.2e+07,119895,NA,2711
241,"XS",1,1,1e+07,1.5e+07,2.5e+07,45450,3030,1,1e+07,1.5e+07,2.5e+07,45450,0.25272,2711
241,"XS",2,1,2.5e+07,2.5e+07,5e+07,48450,1938,1,2.5e+07,2.5e+07,5e+07,48450,0.6396,2711
243,"UM",0,1,1e+06,5e+06,6e+06,13060,2612,1,1e+06,5e+06,6e+06,13060,NA,8711
243,"XS",1,1,5e+06,1e+07,1.5e+07,208250,20825,1,5e+06,1e+07,1.5e+07,208250,7.97282,8711
243,"XS",2,1,1.5e+07,2e+07,3.5e+07,276300,13815,1,1.5e+07,2e+07,3.5e+07,276300,0.66339,8711
243,"XS",3,1,3.5e+07,1.5e+07,5e+07,178843,11923,1,3.5e+07,1.5e+07,5e+07,178843,0.86304,8711
243,"XS",4,1,5e+07,1.5e+07,6.5e+07,159600,10640,1,5e+07,1.5e+07,6.5e+07,159600,0.8924,8711
243,"XS",5,1,6.5e+07,1e+07,7.5e+07,97650,9765,1,6.5e+07,1e+07,7.5e+07,97650,0.91776,8711
243,"XS",6,1,7.5e+07,1.5e+07,9e+07,145365,9691,1,7.5e+07,1.5e+07,9e+07,145365,0.99242,8711
243,"XS",7,1,9e+07,1e+07,1e+08,86700,8670,1,9e+07,1e+07,1e+08,86700,0.89464,8711
244,"UM",0,1,1e+06,1e+07,1.1e+07,91851,9185,1,1e+06,1e+07,1.1e+07,91851,NA,3541
